LIMS Auftrag;Probe;Probenahmedatum;Probenahmezeit;Gauss Hoch;Gauss Rechts;Entnahmestelle;Externe Bezeichnung;Anzeigewert;Einheit
2014-1668;0001;12.05.2014;09:50:00;379710,6;5661021,29;Zulauf Große Dhünn 17;Aldicarb;< 0,05;µg/l
2014-4013;0002;10.11.2014;08:45:00;377392,46;5661995,83;Zulauf Kleine Dhünn 20;Aldicarb;< 0,05;µg/l
2014-1416;0004;15.04.2014;16:15:00;379828,79;5661338,53;Neumühle;Aldicarb;< 0,05;µg/l
2014-1416;0006;15.04.2014;16:30:00;380443,57;5661900,45;Purder Bach;Aldrin;< 0,03;µg/l
2014-4136;0001;18.11.2014;08:55:00;373881,03;5659471,38;Engerfeld (11);Aldrin;< 0,03;µg/l
2014-1416;0005;15.04.2014;16:20:00;381231,49;5661929,47;Boxberg;Aldrin;< 0,03;µg/l
2014-1416;0001;15.04.2014;16:00:00;378103,66;5663206,22;Dhünnsche Mühle;Aldrin;< 0,03;µg/l
2014-1667;0001;13.05.2014;08:40:00;373881,03;5659471,38;Engerfeld (11);Aldrin;< 0,03;µg/l
2014-1668;0003;12.05.2014;10:25:00;381257,41;5658292,6;Kürtener Sülz vor Ültg. 22;Aldrin;< 0,03;µg/l
2014-4136;0002;18.11.2014;09:20:00;373098,3;5657652,94;Breibacher Berg (12);Aldrin;< 0,03;µg/l
2014-4138;0001;18.11.2014;10:45:00;378103,66;5663206,22;Dhünnsche Mühle;Aldrin;< 0,03;µg/l
2014-4136;0003;18.11.2014;09:30:00;373158,43;5657311,86;Eichholz (13);Aldrin;< 0,03;µg/l
2014-1668;0001;12.05.2014;09:50:00;379710,6;5661021,29;Zulauf Große Dhünn 17;Aldrin;< 0,03;µg/l
2014-1667;0002;13.05.2014;09:10:00;373098,3;5657652,94;Breibacher Berg (12);Aldrin;< 0,03;µg/l
2014-1667;0003;13.05.2014;09:25:00;373158,43;5657311,86;Eichholz (13);Aldrin;< 0,03;µg/l
2014-1668;0002;12.05.2014;08:45:00;377392,46;5661995,83;Zulauf Kleine Dhünn 20;Aldrin;< 0,03;µg/l
2014-1667;0004;13.05.2014;09:40:00;373335,71;5657290,6;Große Heide (14);Aldrin;< 0,03;µg/l
2014-4136;0004;18.11.2014;09:45:00;373335,71;5657290,6;Große Heide (14);Aldrin;< 0,03;µg/l
2014-4138;0005;18.11.2014;10:25:00;381231,49;5661929,47;Boxberg;Aldrin;< 0,03;µg/l
2014-4138;0004;18.11.2014;10:15:00;379828,79;5661338,53;Neumühle;Aldrin;< 0,03;µg/l
2014-4138;0003;18.11.2014;11:00:00;379087,89;5664390,59;Knochenmühle;Aldrin;< 0,03;µg/l
2014-4138;0002;18.11.2014;10:55:00;378464,83;5663870,42;Staelsmühle;Aldrin;< 0,03;µg/l
2014-1416;0002;15.04.2014;15:35:00;378464,83;5663870,42;Staelsmühle;Aldrin;< 0,03;µg/l
2014-4013;0002;10.11.2014;08:45:00;377392,46;5661995,83;Zulauf Kleine Dhünn 20;Aldrin;< 0,03;µg/l
2014-4013;0003;10.11.2014;10:25:00;381257,41;5658292,6;Kürtener Sülz vor Ültg. 22;Aldrin;< 0,03;µg/l
2014-4138;0006;18.11.2014;10:35:00;380443,57;5661900,45;Purder Bach;Aldrin;< 0,03;µg/l
2014-4013;0001;10.11.2014;09:55:00;379710,6;5661021,29;Zulauf Große Dhünn 17;Aldrin;< 0,03;µg/l
2014-1416;0003;15.04.2014;15:50:00;379087,89;5664390,59;Knochenmühle;Aldrin;< 0,03;µg/l
2014-1416;0004;15.04.2014;16:15:00;379828,79;5661338,53;Neumühle;Aldrin;< 0,03;µg/l
2014-4016;0009;18.11.2014;10:35:00;380443,57;5661900,45;Purder Bach;alpha-Hydroxymetoprolol (Metabolit von Metoprolol);< 5;ng/l
2014-0326;0003;04.02.2014;09:35:00;373158,43;5657311,86;Eichholz (13);;< 5;
2014-0326;0001;04.02.2014;08:35:00;373881,03;5659471,38;Engerfeld (11);;< 5;
2014-4016;0006;18.11.2014;10:45:00;378103,66;5663206,22;Dhünnsche Mühle;alpha-Hydroxymetoprolol (Metabolit von Metoprolol);< 5;ng/l
2014-4016;0001;18.11.2014;08:55:00;373881,03;5659471,38;Engerfeld (11);alpha-Hydroxymetoprolol (Metabolit von Metoprolol);< 5;ng/l
2014-0326;0013;03.02.2014;10:40:00;381257,41;5658292,6;Kürtener Sülz vor Ültg. 22;;< 5;
2014-4016;0007;18.11.2014;11:00:00;379087,89;5664390,59;Knochenmühle;alpha-Hydroxymetoprolol (Metabolit von Metoprolol);< 5;ng/l
2014-4016;0003;18.11.2014;09:30:00;373158,43;5657311,86;Eichholz (13);alpha-Hydroxymetoprolol (Metabolit von Metoprolol);< 5;ng/l
2014-4016;0010;18.11.2014;10:55:00;378464,83;5663870,42;Staelsmühle;alpha-Hydroxymetoprolol (Metabolit von Metoprolol);< 5;ng/l
2014-0326;0009;04.02.2014;11:00:00;380443,57;5661900,45;Purder Bach;;< 5;
2014-4016;0013;10.11.2014;10:25:00;381257,41;5658292,6;Kürtener Sülz vor Ültg. 22;alpha-Hydroxymetoprolol (Metabolit von Metoprolol);< 5;ng/l
2014-4016;0011;10.11.2014;09:55:00;379710,6;5661021,29;Zulauf Große Dhünn 17;alpha-Hydroxymetoprolol (Metabolit von Metoprolol);< 5;ng/l
2014-4016;0008;18.11.2014;10:15:00;379828,79;5661338,53;Neumühle;alpha-Hydroxymetoprolol (Metabolit von Metoprolol);< 5;ng/l
2014-0326;0005;04.02.2014;10:45:00;381231,49;5661929,47;Boxberg;;< 5;
2014-0326;0002;04.02.2014;09:10:00;373098,3;5657652,94;Breibacher Berg (12);;< 5;
2014-4016;0012;10.11.2014;08:45:00;377392,46;5661995,83;Zulauf Kleine Dhünn 20;alpha-Hydroxymetoprolol (Metabolit von Metoprolol);< 5;ng/l
2014-0326;0012;03.02.2014;08:25:00;377392,46;5661995,83;Zulauf Kleine Dhünn 20;;< 5;
2014-4016;0002;18.11.2014;09:20:00;373098,3;5657652,94;Breibacher Berg (12);alpha-Hydroxymetoprolol (Metabolit von Metoprolol);< 5;ng/l
2014-0326;0006;04.02.2014;11:15:00;378103,66;5663206,22;Dhünnsche Mühle;;< 5;
2014-4016;0004;18.11.2014;09:45:00;373335,71;5657290,6;Große Heide (14);alpha-Hydroxymetoprolol (Metabolit von Metoprolol);< 5;ng/l
2014-0326;0010;04.02.2014;11:30:00;378464,83;5663870,42;Staelsmühle;;< 5;
2014-0326;0008;04.02.2014;10:35:00;379828,79;5661338,53;Neumühle;;< 5;
2014-0326;0007;04.02.2014;11:40:00;379087,89;5664390,59;Knochenmühle;;< 5;
2014-0326;0011;03.02.2014;11:35:00;379710,6;5661021,29;Zulauf Große Dhünn 17;;< 5;
2014-4016;0005;18.11.2014;10:25:00;381231,49;5661929,47;Boxberg;alpha-Hydroxymetoprolol (Metabolit von Metoprolol);< 5;ng/l
2014-0326;0004;04.02.2014;09:45:00;373335,71;5657290,6;Große Heide (14);;< 5;
2014-4262;0006;02.12.2014;11:05:00;380443,57;5661900,45;Purder Bach;Aluminium;0,031;mg/l
2014-4262;0004;02.12.2014;10:40:00;379828,79;5661338,53;Neumühle;Aluminium;0,027;mg/l
2014-1860;0002;26.05.2014;09:35:00;379710,6;5661021,29;Zulauf Große Dhünn 17;Aluminium;0,045;mg/l
2014-0322;0009;27.01.2014;08:35:00;373824,01;5659552,24;Forthausener Bach  (11a);;0,077;
2014-0322;0006;27.01.2014;10:20:00;374594,31;5659810,39;Malsberg (9);;0,029;
2014-0322;0004;27.01.2014;09:55:00;374927,97;5660084,91;Hundhagen (8);;< 0,020;
2014-0322;0003;27.01.2014;09:50:00;374883,67;5660213,52;Hundhagener Bach (8a);;0,060;
2014-1938;0005;02.06.2014;10:55:00;381231,49;5661929,47;Boxberg;Aluminium;0,035;mg/l
2014-4262;0002;02.12.2014;11:45:00;378464,83;5663870,42;Staelsmühle;Aluminium;0,035;mg/l
2014-0324;0001;28.01.2014;09:50:00;374602,6;5656933,45;Osbach (1a);;< 0,020;
2014-1860;0004;26.05.2014;08:45:00;376892,89;5661218,13;Ablauf Vorsperre Kleine Dhünn 19;Aluminium;0,021;mg/l
2014-0322;0005;27.01.2014;10:10:00;374349,64;5659569,86;Malsberger Bach (9a);;0,066;
2014-1938;0001;02.06.2014;11:30:00;378103,66;5663206,22;Dhünnsche Mühle;Aluminium;0,056;mg/l
2014-1860;0001;26.05.2014;09:10:00;376669,96;5659426,13;Ablauf Vorsperre Große Dhünn 16;Aluminium;< 0,020;mg/l
2014-0322;0007;27.01.2014;10:30:00;374229,38;5659632,07;Schaffeldsiefen (10a);;0,108;
2014-1860;0005;26.05.2014;08:30:00;377392,46;5661995,83;Zulauf Kleine Dhünn 20;Aluminium;0,067;mg/l
2014-1860;0006;26.05.2014;10:30:00;381257,41;5658292,6;Kürtener Sülz vor Ültg. 22;Aluminium;0,081;mg/l
2014-0322;0002;27.01.2014;09:30:00;375218,42;5660177,39;Frenkhauser Bach (Abl./Ökob.7);;< 0,020;
2014-3732;0004;27.10.2014;09:05:00;376892,89;5661218,13;Ablauf Vorsperre Kleine Dhünn 19;Aluminium;< 0,020;mg/l
2014-3732;0006;27.10.2014;10:30:00;381257,41;5658292,6;Kürtener Sülz vor Ültg. 22;Aluminium;0,023;mg/l
2014-2738;0004;12.08.2014;10:20:00;379828,79;5661338,53;Neumühle;Aluminium;0,024;mg/l
2014-1938;0003;02.06.2014;11:55:00;379087,89;5664390,59;Knochenmühle;Aluminium;0,047;mg/l
2014-4262;0005;02.12.2014;10:50:00;381231,49;5661929,47;Boxberg;Aluminium;0,030;mg/l
2014-3732;0001;27.10.2014;09:20:00;376669,96;5659426,13;Ablauf Vorsperre Große Dhünn 16;Aluminium;< 0,020;mg/l
2014-0324;0002;28.01.2014;09:40:00;374441,01;5657208,77;Hohe Mühle (1);;0,038;
2014-0322;0008;27.01.2014;10:40:00;374349,64;5659570,9;Schaffeld (10);;0,021;
2014-1938;0006;02.06.2014;11:10:00;380443,57;5661900,45;Purder Bach;Aluminium;0,038;mg/l
2014-0011;0001;06.01.2014;09:20:00;376669,96;5659426,13;Ablauf Vorsperre Große Dhünn 16;;< 0,020;
2014-3116;0002;09.09.2014;11:25:00;378464,83;5663870,42;Staelsmühle;Aluminium;0,038;mg/l
2014-3732;0005;27.10.2014;08:50:00;377392,46;5661995,83;Zulauf Kleine Dhünn 20;Aluminium;0,023;mg/l
2014-0322;0001;27.01.2014;09:20:00;375386,37;5660225,08;Frenkhauser Bach (7a);;0,074;
2014-3116;0006;09.09.2014;10:50:00;380443,57;5661900,45;Purder Bach;Aluminium;0,027;mg/l
2014-1938;0002;02.06.2014;11:45:00;378464,83;5663870,42;Staelsmühle;Aluminium;0,060;mg/l
2014-0322;0010;27.01.2014;08:45:00;373881,03;5659471,38;Engerfeld (11);;0,060;
2014-1938;0004;02.06.2014;10:45:00;379828,79;5661338,53;Neumühle;Aluminium;0,037;mg/l
2014-0011;0004;06.01.2014;09:00:00;376892,89;5661218,13;Ablauf Vorsperre Kleine Dhünn 19;;< 0,020;
2014-0128;0004;20.01.2014;09:20:00;376892,89;5661218,13;Ablauf Vorsperre Kleine Dhünn 19;;< 0,020;
2014-4522;0002;22.12.2014;10:00:00;379710,6;5661021,29;Zulauf Große Dhünn 17;Aluminium;0,120;mg/l
2014-3220;0006;16.09.2014;10:35:00;381257,41;5658292,6;Kürtener Sülz vor Ültg. 22;Aluminium;0,043;mg/l
2014-3840;0005;04.11.2014;10:40:00;381231,49;5661929,47;Boxberg;Aluminium;0,248;mg/l
2014-0708;0002;05.03.2014;09:45:00;379710,6;5661021,29;Zulauf Große Dhünn 17;Aluminium;0,029;mg/l
2014-0324;0007;28.01.2014;09:10:00;373263,14;5657164,12;Große Heider Delle (14a);;0,049;
2014-0909;0004;18.03.2014;10:30:00;379828,79;5661338,53;Neumühle;Aluminium;0,029;mg/l
2014-4262;0003;02.12.2014;11:55:00;379087,89;5664390,59;Knochenmühle;Aluminium;0,026;mg/l
2014-0909;0006;18.03.2014;10:55:00;380443,57;5661900,45;Purder Bach;Aluminium;0,091;mg/l
2014-0708;0005;05.03.2014;08:25:00;377392,46;5661995,83;Zulauf Kleine Dhünn 20;Aluminium;0,037;mg/l
2014-0324;0005;28.01.2014;08:50:00;373040,24;5657244,47;Eichholzer Bach (13a);;0,032;
2014-3220;0001;16.09.2014;09:20:00;376669,96;5659426,13;Ablauf Vorsperre Große Dhünn 16;Aluminium;< 0,020;mg/l
2014-3925;0004;10.11.2014;09:00:00;376892,89;5661218,13;Ablauf Vorsperre Kleine Dhünn 19;Aluminium;< 0,020;mg/l
2014-2738;0003;12.08.2014;11:35:00;379087,89;5664390,59;Knochenmühle;Aluminium;0,051;mg/l
2014-0128;0001;20.01.2014;09:30:00;376669,96;5659426,13;Ablauf Vorsperre Große Dhünn 16;;< 0,020;
2014-0909;0002;18.03.2014;11:40:00;378464,83;5663870,42;Staelsmühle;Aluminium;0,056;mg/l
2014-3116;0005;09.09.2014;10:35:00;381231,49;5661929,47;Boxberg;Aluminium;0,034;mg/l
2014-2738;0006;12.08.2014;10:50:00;380443,57;5661900,45;Purder Bach;Aluminium;0,028;mg/l
2014-0324;0009;28.01.2014;09:30:00;374034,99;5657414,49;Örtgener Siefen (15a);;0,045;
2014-2637;0001;04.08.2014;09:10:00;376669,96;5659426,13;Ablauf Vorsperre Große Dhünn 16;Aluminium;< 0,020;mg/l
2014-0909;0005;18.03.2014;10:40:00;381231,49;5661929,47;Boxberg;Aluminium;0,028;mg/l
2014-0708;0006;05.03.2014;10:10:00;381257,41;5658292,6;Kürtener Sülz vor Ültg. 22;Aluminium;0,058;mg/l
2014-0324;0003;28.01.2014;08:30:00;372999,81;5657660,2;Breibach (12a);;0,035;
2014-1665;0004;12.05.2014;09:00:00;376892,89;5661218,13;Ablauf Vorsperre Kleine Dhünn 19;Aluminium;< 0,020;mg/l
2014-3840;0003;04.11.2014;11:55:00;379087,89;5664390,59;Knochenmühle;Aluminium;0,216;mg/l
2014-0708;0004;05.03.2014;08:35:00;376892,89;5661218,13;Ablauf Vorsperre Kleine Dhünn 19;Aluminium;0,024;mg/l
2014-0708;0001;05.03.2014;09:00:00;376669,96;5659426,13;Ablauf Vorsperre Große Dhünn 16;Aluminium;< 0,020;mg/l
2014-0334;0001;03.02.2014;09:35:00;376669,96;5659426,13;Ablauf Vorsperre Große Dhünn 16;;< 0,020;
2014-4522;0006;22.12.2014;10:55:00;381257,41;5658292,6;Kürtener Sülz vor Ültg. 22;Aluminium;0,150;mg/l
2014-0334;0002;03.02.2014;11:35:00;379710,6;5661021,29;Zulauf Große Dhünn 17;;< 0,020;
2014-0909;0001;18.03.2014;11:15:00;378103,66;5663206,22;Dhünnsche Mühle;Aluminium;0,031;mg/l
2014-0909;0003;18.03.2014;11:55:00;379087,89;5664390,59;Knochenmühle;Aluminium;0,054;mg/l
2014-0324;0004;28.01.2014;08:35:00;373098,3;5657652,94;Breibacher Berg (12);;< 0,020;
2014-2738;0002;12.08.2014;11:25:00;378464,83;5663870,42;Staelsmühle;Aluminium;0,036;mg/l
2014-2455;0005;21.07.2014;08:35:00;377392,46;5661995,83;Zulauf Kleine Dhünn 20;Aluminium;< 0,020;mg/l
2014-3356;0005;29.09.2014;08:40:00;377392,46;5661995,83;Zulauf Kleine Dhünn 20;Aluminium;0,048;mg/l
2014-3116;0003;09.09.2014;11:35:00;379087,89;5664390,59;Knochenmühle;Aluminium;0,041;mg/l
2014-3356;0001;29.09.2014;09:20:00;376669,96;5659426,13;Ablauf Vorsperre Große Dhünn 16;Aluminium;< 0,020;mg/l
2014-3356;0004;29.09.2014;09:05:00;376892,89;5661218,13;Ablauf Vorsperre Kleine Dhünn 19;Aluminium;< 0,020;mg/l
2014-3356;0006;29.09.2014;10:20:00;381257,41;5658292,6;Kürtener Sülz vor Ültg. 22;Aluminium;0,067;mg/l
2014-0144;0005;21.01.2014;11:30:00;381231,49;5661929,47;Boxberg;;< 0,020;
2014-0144;0006;21.01.2014;11:35:00;380443,57;5661900,45;Purder Bach;;< 0,020;
2014-2211;0003;30.06.2014;12:10:00;379087,89;5664390,59;Knochenmühle;Aluminium;0,090;mg/l
2014-3220;0004;16.09.2014;09:05:00;376892,89;5661218,13;Ablauf Vorsperre Kleine Dhünn 19;Aluminium;< 0,020;mg/l
2014-2211;0004;30.06.2014;10:40:00;379828,79;5661338,53;Neumühle;Aluminium;0,076;mg/l
2014-2211;0002;30.06.2014;12:00:00;378464,83;5663870,42;Staelsmühle;Aluminium;0,169;mg/l
2014-0128;0002;20.01.2014;10:00:00;379710,6;5661021,29;Zulauf Große Dhünn 17;;< 0,020;
2014-4522;0004;22.12.2014;09:10:00;376892,89;5661218,13;Ablauf Vorsperre Kleine Dhünn 19;Aluminium;0,140;mg/l
2014-2211;0001;30.06.2014;11:40:00;378103,66;5663206,22;Dhünnsche Mühle;Aluminium;0,082;mg/l
2014-2637;0005;04.08.2014;08:35:00;377392,46;5661995,83;Zulauf Kleine Dhünn 20;Aluminium;0,028;mg/l
2014-0128;0006;20.01.2014;10:30:00;381257,41;5658292,6;Kürtener Sülz vor Ültg. 22;;< 0,020;
2014-2290;0005;08.07.2014;09:05:00;377392,46;5661995,83;Zulauf Kleine Dhünn 20;Aluminium;0,131;mg/l
2014-2455;0002;21.07.2014;09:40:00;379710,6;5661021,29;Zulauf Große Dhünn 17;Aluminium;0,342;mg/l
2014-2455;0006;21.07.2014;10:05:00;381257,41;5658292,6;Kürtener Sülz vor Ültg. 22;Aluminium;0,052;mg/l
2014-3220;0002;16.09.2014;10:10:00;379710,6;5661021,29;Zulauf Große Dhünn 17;Aluminium;0,044;mg/l
2014-0894;0005;17.03.2014;08:50:00;377392,46;5661995,83;Zulauf Kleine Dhünn 20;Aluminium;0,027;mg/l
2014-2455;0004;21.07.2014;09:00:00;376892,89;5661218,13;Ablauf Vorsperre Kleine Dhünn 19;Aluminium;0,256;mg/l
2014-2455;0001;21.07.2014;09:20:00;376669,96;5659426,13;Ablauf Vorsperre Große Dhünn 16;Aluminium;< 0,020;mg/l
2014-0894;0004;17.03.2014;09:10:00;376892,89;5661218,13;Ablauf Vorsperre Kleine Dhünn 19;Aluminium;< 0,020;mg/l
2014-0144;0004;21.01.2014;11:10:00;379828,79;5661338,53;Neumühle;;< 0,020;
2014-0894;0006;17.03.2014;10:30:00;381257,41;5658292,6;Kürtener Sülz vor Ültg. 22;Aluminium;0,027;mg/l
2014-2290;0001;08.07.2014;09:40:00;376669,96;5659426,13;Ablauf Vorsperre Große Dhünn 16;Aluminium;< 0,020;mg/l
2014-2290;0004;08.07.2014;09:25:00;376892,89;5661218,13;Ablauf Vorsperre Kleine Dhünn 19;Aluminium;< 0,020;mg/l
2014-3356;0002;29.09.2014;10:00:00;379710,6;5661021,29;Zulauf Große Dhünn 17;Aluminium;0,054;mg/l
2014-2290;0002;08.07.2014;10:00:00;379710,6;5661021,29;Zulauf Große Dhünn 17;Aluminium;0,145;mg/l
2014-0334;0004;03.02.2014;09:00:00;376892,89;5661218,13;Ablauf Vorsperre Kleine Dhünn 19;;< 0,020;
2014-3925;0001;10.11.2014;09:15:00;376669,96;5659426,13;Ablauf Vorsperre Große Dhünn 16;Aluminium;< 0,020;mg/l
2014-2290;0006;08.07.2014;10:30:00;381257,41;5658292,6;Kürtener Sülz vor Ültg. 22;Aluminium;0,030;mg/l
2014-0144;0002;21.01.2014;12:10:00;378464,83;5663870,42;Staelsmühle;;< 0,020;
2014-2111;0005;23.06.2014;09:00:00;377392,46;5661995,83;Zulauf Kleine Dhünn 20;Aluminium;0,057;mg/l
2014-0011;0002;06.01.2014;09:50:00;379710,6;5661021,29;Zulauf Große Dhünn 17;;0,027;
2014-4352;0004;08.12.2014;11:10:00;376892,89;5661218,13;Ablauf Vorsperre Kleine Dhünn 19;Aluminium;< 0,020;mg/l
2014-4522;0001;22.12.2014;09:30:00;376669,96;5659426,13;Ablauf Vorsperre Große Dhünn 16;Aluminium;0,080;mg/l
2014-3513;0006;06.10.2014;11:35:00;380443,57;5661900,45;Purder Bach;Aluminium;0,022;mg/l
2014-3220;0005;16.09.2014;08:50:00;377392,46;5661995,83;Zulauf Kleine Dhünn 20;Aluminium;0,040;mg/l
2014-3513;0004;06.10.2014;10:55:00;379828,79;5661338,53;Neumühle;Aluminium;0,022;mg/l
2014-3513;0002;06.10.2014;12:05:00;378464,83;5663870,42;Staelsmühle;Aluminium;0,032;mg/l
2014-3536;0001;13.10.2014;09:45:00;376669,96;5659426,13;Ablauf Vorsperre Große Dhünn 16;Aluminium;< 0,020;mg/l
2014-4352;0002;08.12.2014;10:30:00;379710,6;5661021,29;Zulauf Große Dhünn 17;Aluminium;0,053;mg/l
2014-3536;0006;13.10.2014;10:30:00;381257,41;5658292,6;Kürtener Sülz vor Ültg. 22;Aluminium;0,052;mg/l
2014-4352;0001;08.12.2014;11:00:00;376669,96;5659426,13;Ablauf Vorsperre Große Dhünn 16;Aluminium;< 0,020;mg/l
2014-2111;0002;23.06.2014;10:10:00;379710,6;5661021,29;Zulauf Große Dhünn 17;Aluminium;0,040;mg/l
2014-3536;0005;13.10.2014;09:15:00;377392,46;5661995,83;Zulauf Kleine Dhünn 20;Aluminium;0,051;mg/l
2014-3536;0002;13.10.2014;10:00:00;379710,6;5661021,29;Zulauf Große Dhünn 17;Aluminium;< 0,020;mg/l
2014-3536;0004;13.10.2014;09:30:00;376892,89;5661218,13;Ablauf Vorsperre Kleine Dhünn 19;Aluminium;< 0,020;mg/l
2014-3732;0002;27.10.2014;10:00:00;379710,6;5661021,29;Zulauf Große Dhünn 17;Aluminium;< 0,020;mg/l
2014-2738;0001;12.08.2014;11:10:00;378103,66;5663206,22;Dhünnsche Mühle;Aluminium;0,023;mg/l
2014-4262;0001;02.12.2014;11:25:00;378103,66;5663206,22;Dhünnsche Mühle;Aluminium;0,033;mg/l
2014-2738;0005;12.08.2014;10:35:00;381231,49;5661929,47;Boxberg;Aluminium;< 0,020;mg/l
2014-0144;0003;21.01.2014;12:20:00;379087,89;5664390,59;Knochenmühle;;< 0,020;
2014-0144;0001;21.01.2014;12:00:00;378103,66;5663206,22;Dhünnsche Mühle;;< 0,020;
2014-2211;0006;30.06.2014;11:15:00;380443,57;5661900,45;Purder Bach;Aluminium;0,039;mg/l
2014-2637;0004;04.08.2014;08:50:00;376892,89;5661218,13;Ablauf Vorsperre Kleine Dhünn 19;Aluminium;< 0,020;mg/l
2014-2211;0005;30.06.2014;11:00:00;381231,49;5661929,47;Boxberg;Aluminium;0,035;mg/l
2014-0128;0005;20.01.2014;08:45:00;377392,46;5661995,83;Zulauf Kleine Dhünn 20;;0,021;
2014-4352;0005;08.12.2014;11:30:00;377392,46;5661995,83;Zulauf Kleine Dhünn 20;Aluminium;0,036;mg/l
2014-3513;0005;06.10.2014;11:10:00;381231,49;5661929,47;Boxberg;Aluminium;< 0,020;mg/l
2014-3513;0003;06.10.2014;12:20:00;379087,89;5664390,59;Knochenmühle;Aluminium;0,029;mg/l
2014-3513;0001;06.10.2014;11:55:00;378103,66;5663206,22;Dhünnsche Mühle;Aluminium;< 0,020;mg/l
2014-2111;0004;23.06.2014;09:20:00;376892,89;5661218,13;Ablauf Vorsperre Kleine Dhünn 19;Aluminium;< 0,020;mg/l
2014-2111;0001;23.06.2014;09:35:00;376669,96;5659426,13;Ablauf Vorsperre Große Dhünn 16;Aluminium;< 0,020;mg/l
2014-2111;0006;23.06.2014;10:30:00;381257,41;5658292,6;Kürtener Sülz vor Ültg. 22;Aluminium;0,031;mg/l
2014-4352;0006;08.12.2014;09:40:00;381257,41;5658292,6;Kürtener Sülz vor Ültg. 22;Aluminium;0,038;mg/l
2014-0128;0003;20.01.2014;10:10:00;379674,31;5660939,91;Kürtener Sülz bei Überleitung 18;;0,021;
2014-1085;0002;31.03.2014;09:30:00;379710,6;5661021,29;Zulauf Große Dhünn 17;Aluminium;< 0,020;mg/l
2014-3116;0001;09.09.2014;11:10:00;378103,66;5663206,22;Dhünnsche Mühle;Aluminium;0,027;mg/l
2014-1665;0006;12.05.2014;10:25:00;381257,41;5658292,6;Kürtener Sülz vor Ültg. 22;Aluminium;0,095;mg/l
2014-0411;0006;04.02.2014;11:00:00;380443,57;5661900,45;Purder Bach;;0,021;
2014-2837;0006;18.08.2014;10:20:00;381257,41;5658292,6;Kürtener Sülz vor Ültg. 22;Aluminium;0,054;mg/l
2014-2837;0002;18.08.2014;09:55:00;379710,6;5661021,29;Zulauf Große Dhünn 17;Aluminium;0,043;mg/l
2014-1665;0001;12.05.2014;09:15:00;376669,96;5659426,13;Ablauf Vorsperre Große Dhünn 16;Aluminium;< 0,020;mg/l
2014-1666;0005;13.05.2014;10:30:00;381231,49;5661929,47;Boxberg;Aluminium;0,032;mg/l
2014-0411;0002;04.02.2014;11:30:00;378464,83;5663870,42;Staelsmühle;;< 0,020;
2014-1666;0003;13.05.2014;11:45:00;379087,89;5664390,59;Knochenmühle;Aluminium;0,058;mg/l
2014-1298;0001;14.04.2014;09:00:00;376669,96;5659426,13;Ablauf Vorsperre Große Dhünn 16;Aluminium;< 0,020;mg/l
2014-1665;0002;12.05.2014;09:50:00;379710,6;5661021,29;Zulauf Große Dhünn 17;Aluminium;0,053;mg/l
2014-0011;0003;06.01.2014;09:40:00;379674,31;5660939,91;Kürtener Sülz bei Überleitung 18;;0,028;
2014-0406;0005;03.02.2014;10:15:00;375799,86;5658577,75;Oberstockberger Bach (4a);;< 0,020;
2014-0406;0010;03.02.2014;09:15:00;376890,68;5660961,16;Am Rottfeld (6);;0,036;
2014-4151;0005;24.11.2014;09:05:00;377392,46;5661995,83;Zulauf Kleine Dhünn 20;Aluminium;0,049;mg/l
2014-0406;0011;03.02.2014;08:50:00;376683,33;5661462,94;Große Ledder (21);;< 0,020;
2014-2837;0004;18.08.2014;08:45:00;376892,89;5661218,13;Ablauf Vorsperre Kleine Dhünn 19;Aluminium;< 0,020;mg/l
2014-4151;0006;24.11.2014;10:45:00;381257,41;5658292,6;Kürtener Sülz vor Ültg. 22;Aluminium;0,023;mg/l
2014-1298;0002;14.04.2014;09:30:00;379710,6;5661021,29;Zulauf Große Dhünn 17;Aluminium;< 0,020;mg/l
2014-3732;0004;27.10.2014;09:05:00;376892,89;5661218,13;Ablauf Vorsperre Kleine Dhünn 19;Aluminium;< 0,020;mg/l
2014-3732;0005;27.10.2014;08:50:00;377392,46;5661995,83;Zulauf Kleine Dhünn 20;Aluminium;0,023;mg/l
2014-0411;0001;04.02.2014;11:15:00;378103,66;5663206,22;Dhünnsche Mühle;;< 0,020;
2014-3732;0001;27.10.2014;09:20:00;376669,96;5659426,13;Ablauf Vorsperre Große Dhünn 16;Aluminium;< 0,020;mg/l
2014-0411;0003;04.02.2014;11:40:00;379087,89;5664390,59;Knochenmühle;;0,022;
2014-2637;0002;04.08.2014;09:30:00;379710,6;5661021,29;Zulauf Große Dhünn 17;Aluminium;0,046;mg/l
2014-3840;0002;04.11.2014;11:40:00;378464,83;5663870,42;Staelsmühle;Aluminium;0,126;mg/l
2014-3000;0001;02.09.2014;09:25:00;376669,96;5659426,13;Ablauf Vorsperre Große Dhünn 16;Aluminium;< 0,020;mg/l
2014-3000;0005;02.09.2014;08:50:00;377392,46;5661995,83;Zulauf Kleine Dhünn 20;Aluminium;0,063;mg/l
2014-0411;0005;04.02.2014;10:45:00;381231,49;5661929,47;Boxberg;;< 0,020;
2014-2837;0001;18.08.2014;09:10:00;376669,96;5659426,13;Ablauf Vorsperre Große Dhünn 16;Aluminium;< 0,020;mg/l
